Class,PK_CountLineCode,PK_CountStmt,PK_CountDeclClassMethod,PK_CountDeclClassVariable,PK_CountDeclInstanceMethod,PK_CountDeclInstanceVariable,PK_CountDeclClass,PK_CountDeclFile,PK_SumCyclomatic,PK_MaxNesting,PK_CountDeclMethodDefault,PK_CountDeclMethodPrivate,PK_CountDeclMethodProtected,PK_CountDeclMethodPublic,PK_PKNOAMM,PK_PKNOI,PK_PKNOAC,CSLEX_NumberOfTokens,CSLEX_NumberOfUniqueTokens,CSLEX_NumberOfIdentifies,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfKeywords,CSLEX_NumberOfUniqueKeywords,CSLEX_NumberOfAssignments,CSLEX_NumberOfOperatorsWithoutAssignments,CSLEX_NumberOfUniqueOperators,CSLEX_NumberOfSemicolons,CSLEX_NumberOfDots,CSLEX_NumberOfReturnAndPrintStatements,CSLEX_NumberOfConditionalJumpStatements,CSLEX_NumberOfUnConditionalJumpStatements,CSLEX_NumberOfExceptionStatements,CSLEX_NumberOfNewStatements,CSLEX_NumberOfSuperStatements,CSORD_CountLineCode,CSORD_CountStmt,CSORD_CountDeclClassMethod,CSORD_CountDeclClassVariable,CSORD_CountDeclInstanceMethod,CSORD_CountDeclInstanceVariable,CSORD_SumCSNOP,CSORD_SumCyclomatic,CSORD_MaxNesting,CSORD_PercentLackOfCohesion,CSORD_CountClassCoupled,CSORD_RFC,CSORD_FANIN,CSORD_FANOUT,CSORD_ATFD,CSORD_CFNAMM,CSORD_DAC,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodPrivate,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodPublic,CSORD_CSNOAMM,CSORD_MaxInheritanceTree,CSORD_CountClassDerived,CSORD_CountClassBase,CSORD_NIM,CSORD_NMO,CSORD_NOII,CSORD_SumCountPath,CSORD_SumKnots,CSORD_NumberOfDepends,CSORD_NumberOfDependsBy,CSORD_NumberOfMethods,Testability
weka.filters.SimpleStreamFilter,1509,1160,11,6,91,17,11,11,275,3,0,0,31,71,34,4,4,670,108,102,38,64,27,9,12,7,33,11,6,8,0,9,4,0,59,48,0,1,7,0,5,14,2,0,5,0,10,37,1,0,0,0,0,0,5,2,0,3,7,2,60,5,38,32,3,6,7,7,0.091824074074074
weka.filters.supervised.attribute.AddClassification,1889,1411,6,8,127,29,5,5,365,7,0,11,12,110,72,0,0,3817,334,630,152,241,30,68,68,11,178,165,22,40,1,11,30,5,354,251,1,1,29,8,10,72,4,92,27,1,50,146,11,0,4,2,0,0,5,25,18,4,0,1,63,10,38,691,13,18,0,30,0.6520543478260871
weka.filters.supervised.attribute.AttributeSelection,1889,1411,6,8,127,29,5,5,365,7,0,11,12,110,72,0,0,2852,249,503,125,182,28,57,51,8,120,132,13,29,0,9,22,1,235,169,1,1,18,5,6,48,2,77,27,0,41,102,8,0,5,0,0,0,3,16,9,2,0,3,48,8,38,101,6,24,2,19,0.498496644295302
weka.filters.supervised.attribute.ClassOrder,1889,1411,6,8,127,29,5,5,365,7,0,11,12,110,72,0,0,2884,264,470,126,224,26,76,68,10,132,106,18,31,0,8,22,2,223,183,1,4,18,6,8,50,4,77,19,0,39,93,8,0,4,0,0,0,0,19,10,2,0,3,48,9,38,6386,11,13,1,19,0.2941901709401709
weka.filters.supervised.attribute.Discretize,1889,1411,6,8,127,29,5,5,365,7,0,11,12,110,72,0,0,6890,474,1167,221,395,29,133,202,19,289,270,35,73,2,4,35,2,571,400,2,1,39,6,30,112,7,87,26,0,126,167,11,0,2,1,0,4,4,33,22,2,0,5,48,10,38,357,31,22,11,41,0.2631404151404151
weka.filters.supervised.attribute.NominalToBinary,1889,1411,6,8,127,29,5,5,365,7,0,11,12,110,72,0,0,4706,282,803,138,285,28,84,127,15,213,208,20,59,2,5,32,2,395,297,1,1,23,4,9,83,6,80,21,0,61,168,11,0,1,0,0,7,0,17,13,2,0,4,48,10,38,177,28,19,6,24,0.1726666666666666
weka.filters.supervised.instance.Resample,797,595,3,3,71,13,3,3,170,6,0,2,1,71,42,0,0,3628,295,585,129,232,26,67,111,15,161,122,20,41,5,4,17,2,307,231,1,1,27,5,19,69,5,90,19,0,52,107,7,0,0,0,0,0,1,27,15,2,0,3,48,9,38,1045,19,11,0,28,0.583403100775194
weka.filters.supervised.instance.SpreadSubsample,797,595,3,3,71,13,3,3,170,6,0,2,1,71,42,0,0,3204,290,487,130,208,28,69,92,15,134,101,20,38,1,4,15,2,265,196,1,1,23,4,8,62,6,87,20,0,34,93,8,0,0,0,0,2,0,22,14,2,0,3,48,9,38,5252,8,11,0,24,0.3238752436647173
weka.filters.supervised.instance.StratifiedRemoveFolds,797,595,3,3,71,13,3,3,170,6,0,2,1,71,42,0,0,1954,219,282,94,143,25,31,36,9,82,62,17,17,0,7,13,2,179,122,1,1,21,4,8,39,2,84,15,0,31,72,4,0,0,0,0,0,0,22,13,2,0,3,48,9,38,69,6,10,0,22,0.6191388888888889
weka.filters.unsupervised.attribute.AbstractTimeSeries,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1852,215,262,93,140,26,23,42,10,69,55,18,17,0,5,10,1,172,108,0,1,22,4,11,38,2,83,14,0,43,72,3,0,2,1,0,0,3,19,12,2,1,3,48,6,38,59,8,9,2,22,0.7273170731707317
weka.filters.unsupervised.attribute.AddExpression,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1758,218,298,100,122,27,33,28,5,73,76,13,11,0,4,16,2,157,103,1,1,17,4,7,29,2,84,16,0,30,64,7,0,1,0,0,0,0,18,11,2,0,4,48,8,38,49,5,15,1,18,0.7767450980392155
weka.filters.unsupervised.attribute.AddID,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1643,210,281,99,111,26,21,22,9,77,79,13,10,0,7,12,2,147,106,1,1,16,3,7,28,2,76,17,0,25,78,5,0,1,1,0,0,1,16,9,2,0,3,48,9,38,38,4,13,0,17,0.7743393213572854
weka.filters.unsupervised.attribute.AddUserFields,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,3674,330,657,164,228,31,71,78,10,144,176,26,31,0,8,25,2,312,215,1,1,16,2,8,37,3,70,21,0,26,101,10,0,2,0,0,0,2,15,8,2,0,3,48,8,38,71,8,15,2,17,0.4618157119056774
weka.filters.unsupervised.attribute.AddValues,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2394,251,436,121,150,27,40,41,10,121,122,13,25,0,4,18,2,202,165,1,1,17,4,7,43,3,84,18,0,28,91,8,0,3,2,0,0,0,18,11,2,0,4,48,8,38,337,5,16,0,18,0.6773038785133138
weka.filters.unsupervised.attribute.Center,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2044,196,383,81,113,26,33,41,8,118,118,8,16,0,4,12,2,171,144,1,1,8,1,6,25,4,44,14,0,22,60,7,0,1,0,0,1,0,8,3,3,0,3,56,7,38,37,3,13,3,9,0.4663717804657722
weka.filters.unsupervised.attribute.ChangeDateFormat,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1771,219,312,105,120,28,26,26,7,69,91,11,11,0,9,15,2,145,99,1,2,16,3,7,29,2,82,21,0,29,76,7,0,4,2,0,1,0,16,11,2,0,4,48,8,38,40,4,16,0,17,0.6335648148148149
weka.filters.unsupervised.attribute.ClassAssigner,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1256,160,215,72,98,22,17,21,6,54,62,13,12,0,5,6,4,111,80,1,4,11,1,5,25,2,75,14,0,23,41,5,0,0,0,0,0,2,10,6,4,0,1,67,9,38,25,11,10,0,12,0.715827611395179
weka.filters.unsupervised.attribute.Copy,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1793,213,320,104,120,27,32,35,7,75,88,11,13,0,5,12,2,140,105,1,1,15,2,7,29,1,78,16,0,27,65,8,0,2,1,0,0,0,16,10,2,0,4,48,8,38,64,1,15,0,16,0.6659277108433735
weka.filters.unsupervised.attribute.Discretize,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,7090,450,1119,199,419,29,146,241,18,305,230,32,90,5,6,40,5,618,438,2,1,44,9,22,134,7,89,22,0,117,192,10,0,2,1,0,1,6,39,25,3,1,3,56,9,38,1160,39,16,3,46,0.292067940552017
weka.filters.unsupervised.attribute.FirstOrder,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1960,226,346,112,130,27,38,48,11,78,100,9,19,0,7,14,2,159,111,1,1,12,1,6,32,4,69,19,0,19,73,8,0,1,1,0,0,0,13,8,2,0,4,48,8,38,97,6,17,0,13,0.5294398148148148
weka.filters.unsupervised.attribute.InterquartileRange,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,4947,384,827,155,310,31,91,146,16,241,161,32,44,8,4,33,4,448,321,1,2,34,14,21,84,5,90,20,0,108,136,10,0,9,1,0,0,8,27,18,4,0,1,63,9,38,222,41,14,0,35,0.4466058763931104
weka.filters.unsupervised.attribute.KernelFilter,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,4130,374,737,174,238,27,74,80,10,182,221,20,32,1,4,32,5,345,245,1,1,29,13,11,62,5,92,32,1,67,143,11,0,8,4,0,0,3,27,17,4,0,3,63,11,38,462,13,28,0,30,0.8593322981366461
weka.filters.unsupervised.attribute.MakeIndicator,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2172,250,362,115,136,25,27,38,7,84,108,14,15,0,5,16,2,187,123,1,1,22,3,9,38,4,78,18,0,52,87,8,0,2,1,0,1,0,22,15,2,0,4,48,8,38,51,6,17,2,23,0.5303033932135729
weka.filters.unsupervised.attribute.MergeManyValues,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2272,234,419,113,137,25,31,37,9,96,130,13,19,0,6,19,2,188,135,1,1,18,3,7,38,4,75,17,0,32,93,7,0,2,2,0,1,0,18,12,2,0,4,48,8,38,106,7,16,0,19,0.3858730158730159
weka.filters.unsupervised.attribute.MergeTwoValues,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2584,247,461,112,145,26,32,46,11,96,153,13,24,0,7,19,2,208,140,1,1,18,3,7,43,4,73,18,0,35,85,8,0,3,1,0,1,0,18,12,2,0,4,48,8,38,318,8,16,0,19,0.4545811965811966
weka.filters.unsupervised.attribute.NominalToBinary,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2864,271,465,122,178,29,45,77,13,120,120,17,28,1,3,19,2,252,173,1,1,23,4,9,52,6,83,18,0,72,99,9,0,1,1,0,2,0,22,14,2,0,3,48,8,38,109,14,15,12,24,0.4697989130434783
weka.filters.unsupervised.attribute.NominalToString,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1414,190,254,95,98,24,15,17,8,61,78,11,10,0,4,11,2,111,86,1,1,13,1,5,24,2,71,16,0,17,71,6,0,1,1,0,1,0,13,8,2,0,3,48,9,38,31,3,14,0,14,0.7862027027027029
weka.filters.unsupervised.attribute.NumericToBinary,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1379,157,262,76,87,26,27,24,6,60,77,5,11,0,2,12,2,107,80,1,1,7,0,4,19,4,0,13,0,11,54,8,0,0,0,0,2,0,6,4,3,0,3,56,5,38,20,6,13,1,8,0.558892561983471
weka.filters.unsupervised.attribute.NumericToNominal,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2194,241,438,121,128,25,31,38,9,107,125,11,19,3,3,18,3,185,145,1,2,15,2,7,35,3,78,19,0,29,100,10,0,1,1,0,0,2,14,9,4,0,1,63,9,38,107,8,15,0,16,0.6187985347985349
weka.filters.unsupervised.attribute.NumericTransform,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2107,251,359,123,144,27,34,30,9,81,95,15,17,0,8,17,2,180,122,1,1,22,3,9,40,4,73,21,0,40,81,8,0,1,1,0,0,0,23,14,2,0,4,48,8,38,103,4,15,0,23,0.7674813084112149
weka.filters.unsupervised.attribute.PKIDiscretize,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1345,200,216,90,91,23,10,15,7,50,67,12,8,0,2,9,1,118,77,1,1,17,0,7,26,2,0,13,0,16,49,3,0,0,0,0,0,1,17,11,4,0,2,102,18,38,33,1,12,0,18,0.6329935064935065
weka.filters.unsupervised.attribute.PartitionMembership,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1731,206,297,102,117,26,26,33,9,64,85,11,14,0,8,13,1,133,94,1,1,14,1,7,29,2,60,20,0,20,75,7,0,1,0,0,0,2,13,7,2,0,4,48,10,38,64,1,17,0,15,0.7213328040399833
weka.filters.unsupervised.attribute.PartitionedMultiFilter,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,4572,320,884,151,237,29,84,124,10,219,219,19,61,4,9,36,3,355,306,1,1,24,4,16,86,4,88,24,0,65,182,14,0,3,1,0,0,8,17,12,4,0,1,63,9,38,17652,17,16,0,25,0.7154796434783464
weka.filters.unsupervised.attribute.PrincipalComponents,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,5015,396,901,192,306,28,123,121,18,292,183,21,51,2,11,36,2,430,370,1,1,26,22,11,78,4,89,29,0,83,178,13,0,12,0,0,0,5,22,14,2,0,3,48,9,38,1707,17,22,0,27,0.3099318181818182
weka.filters.unsupervised.attribute.RandomProjection,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,4671,419,733,177,364,28,103,135,16,208,169,30,64,1,6,28,3,425,302,1,10,30,11,15,95,6,91,30,1,86,132,9,1,9,2,0,0,5,26,17,2,0,4,48,10,38,705,26,22,0,31,0.4953824940047961
weka.filters.unsupervised.attribute.Remove,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1723,216,299,105,117,27,27,30,7,70,86,12,12,0,3,12,2,144,100,1,1,16,2,7,29,2,76,18,0,124,72,8,0,2,1,0,0,0,17,10,2,0,4,48,8,38,48,2,16,20,17,0.6585464135021096
weka.filters.unsupervised.attribute.RemoveByName,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1288,173,230,75,88,23,18,24,7,63,58,11,8,1,3,10,3,111,87,1,2,14,3,6,23,2,84,13,0,19,56,7,0,1,0,0,0,2,13,8,4,0,1,67,9,38,29,2,11,0,15,0.808343373493976
weka.filters.unsupervised.attribute.RemoveType,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1927,223,342,108,146,24,29,25,8,75,107,22,18,1,3,14,2,148,116,1,2,21,3,7,40,2,77,16,0,45,64,5,0,2,2,0,0,2,20,11,2,0,4,48,13,38,43,10,15,0,22,0.7925756240822319
weka.filters.unsupervised.attribute.RemoveUseless,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1700,208,295,104,120,27,30,33,9,77,84,11,16,1,5,9,2,141,107,1,1,12,2,5,29,4,76,17,0,28,69,7,0,1,0,0,0,0,13,7,2,0,3,48,9,38,113,5,13,2,13,0.5316029411764707
weka.filters.unsupervised.attribute.RenameAttribute,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1995,231,333,97,119,22,18,37,6,82,96,17,11,0,3,13,2,194,118,1,1,23,4,9,35,3,85,16,0,33,73,6,0,1,1,0,0,2,22,14,4,0,1,67,9,38,57,7,13,0,24,0.8748510638297872
weka.filters.unsupervised.attribute.Reorder,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2178,249,383,116,146,27,41,58,12,96,94,11,21,0,10,16,2,180,133,1,1,14,3,9,36,4,88,21,0,31,79,11,0,2,0,0,0,2,13,8,2,0,4,48,8,38,63,5,16,2,15,0.5561354049021702
weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,3656,308,650,157,213,31,66,88,13,133,182,15,44,0,15,24,3,311,202,1,1,21,11,9,69,5,90,24,0,41,114,12,0,1,0,0,0,0,22,14,3,0,4,56,9,38,85819,17,16,0,22,0.4907491582491582
weka.filters.unsupervised.attribute.SortLabels,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2824,272,517,129,200,26,48,67,11,135,130,21,21,1,4,30,4,224,179,1,4,17,4,7,33,2,83,22,0,35,94,11,0,4,2,0,0,2,16,10,4,0,1,67,9,38,40,6,18,0,18,0.6552096817395962
weka.filters.unsupervised.attribute.Standardize,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2420,218,453,88,129,26,38,53,10,133,136,8,20,0,9,15,2,202,163,1,1,8,2,6,29,4,50,16,0,24,67,7,0,2,0,0,1,0,8,3,3,0,3,56,7,38,46,5,13,5,9,0.471358024691358
weka.filters.unsupervised.attribute.StringToNominal,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,1987,224,361,111,120,26,29,47,12,81,106,11,20,0,4,12,2,162,115,1,1,13,1,5,34,4,42,17,0,22,90,7,0,1,1,0,1,0,13,8,2,0,3,48,9,38,55,5,14,0,14,0.4072587064676616
weka.filters.unsupervised.attribute.StringToWordVector,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,9841,692,1696,318,589,32,190,230,18,414,422,46,115,1,12,78,2,828,600,2,5,66,19,28,184,6,94,38,1,139,311,20,0,7,5,0,5,0,63,40,2,0,3,48,9,38,9347282,22,22,0,68,0.3306799667497922
weka.filters.unsupervised.attribute.SwapValues,12346,9243,51,81,990,233,57,52,2341,7,0,22,75,944,569,0,2,2169,229,386,105,128,26,27,35,7,84,123,13,17,0,5,16,2,173,121,1,1,18,3,7,36,4,73,17,0,39,77,7,0,3,1,0,1,0,18,12,2,0,4,48,8,38,58,7,16,1,19,0.5473125000000001
weka.filters.unsupervised.instance.NonSparseToSparse,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,1659,187,304,97,113,25,27,18,6,70,90,11,16,0,3,13,2,137,102,1,1,14,2,6,31,4,63,16,0,17,65,7,0,0,0,0,0,0,15,9,2,0,4,48,8,38,149,2,15,0,15,0.4560902255639097
weka.filters.unsupervised.instance.Randomize,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,1167,161,186,76,92,25,16,15,6,50,51,11,9,0,4,7,2,101,73,1,1,12,2,5,22,1,80,14,0,16,51,3,0,1,0,0,0,0,13,7,2,0,3,48,9,38,31,2,10,0,13,0.7571536643026006
weka.filters.unsupervised.instance.RemoveFolds,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,1955,220,283,94,143,25,31,35,9,82,63,17,17,0,7,13,2,179,122,1,1,21,4,8,39,2,84,15,0,32,71,4,0,0,0,0,0,0,22,13,2,0,3,48,9,38,69,6,10,0,22,0.6789184782608696
weka.filters.unsupervised.instance.RemoveFrequentValues,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,3260,315,532,146,219,28,62,63,11,148,139,24,33,2,5,19,2,292,211,1,1,28,7,11,62,3,87,21,0,55,124,10,0,3,1,0,0,2,27,16,2,0,3,48,9,38,152,12,15,0,29,0.6140410052910054
weka.filters.unsupervised.instance.RemoveMisclassified,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,3747,302,607,139,239,29,79,81,11,168,134,27,42,2,9,25,2,330,242,1,1,30,7,12,73,5,87,18,0,51,118,6,0,1,0,0,2,1,28,18,2,0,3,48,9,38,561,21,13,0,31,0.5151778656126482
weka.filters.unsupervised.instance.RemovePercentage,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,1403,187,215,83,110,26,21,20,9,60,53,13,12,0,5,8,2,123,89,1,1,15,2,6,28,2,81,15,0,20,55,4,0,0,0,0,0,0,16,9,2,0,3,48,9,38,37,3,10,0,16,0.5897931034482758
weka.filters.unsupervised.instance.RemoveRange,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,1376,179,218,83,102,25,16,19,7,57,60,13,12,0,4,8,2,121,86,1,1,15,1,6,28,3,68,13,0,21,57,3,0,1,1,0,0,0,16,9,2,0,3,48,9,38,38,3,11,0,16,0.5862867647058824
weka.filters.unsupervised.instance.RemoveWithValues,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,3316,317,500,139,231,28,47,70,10,134,128,32,33,1,4,19,2,306,203,1,1,34,7,12,68,4,89,19,0,73,121,7,0,3,1,0,0,0,35,20,2,0,4,48,9,38,213,21,17,2,35,0.6252037037037037
weka.filters.unsupervised.instance.Resample,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,2178,237,354,111,161,25,32,39,9,99,84,18,18,0,4,13,2,197,143,1,1,24,4,14,43,2,90,19,0,40,94,5,0,0,0,0,0,1,24,13,2,0,3,48,9,38,85,5,11,0,25,0.775115760111576
weka.filters.unsupervised.instance.ReservoirSample,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,1638,197,259,89,126,26,24,23,9,73,64,13,11,1,4,10,2,147,103,1,1,17,5,7,29,2,83,15,0,26,65,4,0,2,0,0,0,2,16,9,2,0,4,48,9,38,35,7,12,0,18,0.6762234636871509
weka.filters.unsupervised.instance.SparseToNonSparse,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,580,104,110,48,50,22,6,2,2,24,40,5,3,0,2,3,2,48,34,1,1,5,0,3,9,1,0,10,0,7,24,2,0,0,0,0,0,0,6,3,2,0,3,48,5,38,13,1,10,0,6,0.6911829268292683
weka.filters.unsupervised.instance.SubsetByExpression,2349,1671,12,12,231,43,12,12,457,5,0,2,8,233,134,0,0,1676,246,231,85,94,24,16,86,8,58,65,14,8,0,5,9,1,189,84,1,1,16,2,7,25,2,76,13,0,25,51,4,0,0,0,0,0,2,15,8,4,0,1,63,11,38,33,2,11,0,17,0.5761394335511982
weka.gui.AttributeListPanel,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,1150,170,202,88,101,26,9,12,4,46,71,12,4,0,3,16,0,99,66,1,1,3,2,2,7,1,50,18,0,14,36,4,0,2,1,0,0,0,4,2,1,0,1,698,0,38,7,2,2,0,4,0.3651460536047824
weka.gui.AttributeSelectionPanel,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,2959,277,514,141,234,29,34,42,10,127,153,19,22,0,8,32,0,256,182,1,1,9,7,8,20,1,75,23,0,45,56,5,0,6,2,0,0,0,10,7,1,0,1,698,0,38,45,2,2,10,10,0.5451152318122174
weka.gui.AttributeSummaryPanel,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,3684,295,808,170,167,28,112,41,11,214,300,2,11,7,2,49,0,257,237,1,2,6,9,7,23,2,53,35,0,77,79,16,0,8,1,0,0,3,4,5,1,0,1,698,0,38,21,21,6,6,7,0.2579659090909091
weka.gui.AttributeVisualizationPanel,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,11701,616,2138,209,599,28,215,736,19,383,697,15,142,1,6,36,0,793,527,1,2,10,17,9,98,8,72,31,0,96,113,4,0,11,3,0,0,0,11,6,2,0,1,707,2,38,503,45,12,12,11,0.0096666666666666
weka.gui.BrowserHelper,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,907,139,170,62,67,21,10,14,8,29,51,2,8,1,3,7,1,68,45,4,1,0,0,8,12,4,0,14,0,24,22,3,0,1,0,0,0,0,4,0,1,0,1,12,0,38,13,7,0,9,4,0.2372142857142856
weka.gui.CheckBoxList,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,2932,216,485,101,284,25,24,39,9,102,101,29,26,0,3,24,34,232,172,0,1,8,0,7,13,2,0,6,0,17,30,2,0,0,0,0,0,0,8,6,1,0,1,769,0,38,15,0,2,4,8,0.4269320458025039
weka.gui.ComponentHelper,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,847,104,159,43,68,17,19,14,5,42,24,7,9,6,0,1,0,73,58,6,1,0,0,15,18,3,0,7,0,47,18,4,0,1,0,0,0,0,6,4,1,0,1,12,0,38,22,13,1,12,6,0.4389415991512345
weka.gui.CostMatrixEditor,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,2814,307,538,166,204,24,40,32,8,115,172,16,9,0,11,32,0,229,157,0,0,13,4,6,13,0,78,12,1,21,22,0,0,4,3,0,0,0,13,7,1,0,2,12,12,38,13,0,2,6,13,0.2565054945054945
weka.gui.DatabaseConnectionDialog,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,1664,178,368,88,112,22,21,7,2,87,116,7,2,0,0,32,1,125,104,1,1,10,9,14,13,0,86,19,0,57,57,3,0,8,0,0,0,0,11,5,1,0,1,749,0,38,14,1,0,6,11,0.076
weka.gui.DocumentPrinting,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,1590,162,300,88,100,21,31,24,10,62,96,14,14,0,2,4,0,135,90,0,0,12,7,12,27,6,73,22,0,37,67,4,0,3,0,0,0,2,10,6,1,0,2,12,1,38,31,6,0,1,12,0.0386666666666666
weka.gui.ETable,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,2278,253,434,141,167,24,38,46,16,80,131,10,27,0,0,12,3,150,114,0,1,11,8,13,38,3,89,25,0,40,89,11,0,8,2,0,3,3,5,2,1,0,1,887,5,38,51,12,0,1,11,0.1221399176954732
weka.gui.ExtensionFileFilter,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,441,77,79,31,34,15,7,2,2,16,16,6,3,0,0,2,0,36,26,0,0,6,2,7,9,2,41,2,0,39,17,0,0,1,0,0,0,0,6,2,1,1,3,14,3,38,9,4,0,30,6,0.5033487654320988
weka.gui.FileEditor,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,732,119,139,63,52,17,12,10,5,27,45,5,7,0,0,4,0,60,42,0,0,6,1,2,12,2,66,11,0,10,24,3,0,1,0,0,0,1,5,2,1,0,1,30,5,38,12,2,1,3,6,0.4353251028806584
weka.gui.GenericObjectEditorHistory,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,1280,165,234,75,101,24,22,12,6,63,56,6,8,0,2,9,2,109,88,0,4,9,1,6,18,2,33,12,0,21,37,7,0,1,0,0,0,3,6,1,1,0,2,12,0,38,21,2,3,4,9,0.5469923105735123
weka.gui.GenericPropertiesCreator,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,3294,273,571,121,228,26,68,43,9,147,136,15,35,5,24,21,1,281,214,4,11,19,7,11,64,5,90,20,2,86,113,9,2,7,7,0,0,5,18,10,1,0,1,12,0,38,440,22,3,5,23,0.460583569432823
weka.gui.HierarchyPropertyParser,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,3936,267,750,101,279,27,80,143,10,185,203,60,45,0,7,18,0,315,264,1,1,30,4,24,77,4,75,9,0,158,125,7,0,2,0,0,3,0,28,4,1,0,2,12,0,38,120,33,1,3,31,0.831640027317163
weka.gui.InstancesSummaryPanel,14381,10697,85,135,888,439,301,54,2412,8,9,27,85,852,217,4,0,1754,168,388,87,72,19,60,15,6,103,144,2,3,0,2,24,0,125,112,1,2,4,6,3,9,1,60,18,0,28,39,7,0,5,1,0,0,0,5,3,1,0,1,698,0,38,7,1,2,4,5,0.4654999999999999
