Class,CSORD_AvgLineCodeExe,CSLEX_NumberOfConditionalJumpStatements,CSORD_AvgLineCode,CSORD_NumberOfDepends,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfDots,CSORD_CountDeclInstanceMethod,CSORD_CountDeclMethodPublic,CSORD_NIM,CSORD_AvgStmtDecl,CSORD_CountDeclClassMethod,CSLEX_NumberOfNewStatements,CSLEX_NumberOfReturnAndPrintStatements,CSORD_NumberOfClassConstructors,PK_CountDeclClassMethod,Testability
com.aelitis.azureus.plugins.net.netstatus.NetStatusProtocolTesterBT,6.722222222222222,45,12,19,244,290,18,8,12,2.0,0,29,32,1,1,0.0533333333333333
com.aelitis.azureus.plugins.net.netstatus.swt.NetStatusPluginTester,28.41666666666667,71,41,15,186,213,12,4,12,7.5,0,9,22,1,0,0.0805079365079365
com.aelitis.azureus.plugins.net.netstatus.swt.NetStatusPluginView,18.0,16,26,10,155,211,12,2,12,3.4166666666666665,0,28,16,1,0,0.1513178294573643
com.aelitis.azureus.plugins.removerules.DownloadRemoveRulesPlugin,14.363636363636363,24,22,20,153,160,10,6,12,3.0,1,8,5,0,1,0.0896969696969697
com.aelitis.azureus.plugins.sharing.hoster.ShareHosterPlugin,12.416666666666664,14,19,29,159,150,11,10,12,3.333333333333333,1,12,0,0,1,0.1406914893617021
com.aelitis.azureus.plugins.startstoprules.always.RunEverythingPlugin,9.666666666666666,15,16,20,127,199,11,8,12,2.1666666666666665,1,6,10,0,1,0.1346666666666666
com.aelitis.azureus.plugins.startstoprules.defaultplugin.DefaultRankCalculator,33.30769230769231,131,41,10,193,270,12,12,12,4.153846153846153,1,3,47,1,3,0.051
com.aelitis.azureus.plugins.startstoprules.defaultplugin.SeedingRankColumnListener,21.0,20,25,13,81,101,3,3,12,3.333333333333333,0,0,2,1,3,0.094
com.aelitis.azureus.plugins.startstoprules.defaultplugin.StartStopRulesDefaultPlugin,39.21739130434783,229,48,41,459,868,21,12,12,6.2608695652173925,2,33,39,0,3,0.102
com.aelitis.azureus.plugins.startstoprules.defaultplugin.StartStopRulesFPListener,1.0,0,3,1,17,10,1,1,12,1.0,0,0,1,0,3,1.0
com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionQueue,23.33333333333333,8,27,10,103,150,6,6,12,5.666666666666668,0,50,4,0,1,0.094
com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionSeeding,12.571428571428571,3,15,7,91,122,7,6,12,3.0,0,34,4,0,1,0.1396666666666666
com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionSeedingAutoStarting,14.857142857142858,3,18,10,93,153,7,6,12,4.285714285714286,0,42,4,0,1,0.1683333333333333
com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionSeedingFirstPriority,23.33333333333333,5,26,6,80,151,6,6,12,5.5,0,44,4,0,1,0.1659999999999999
com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.ConfigSectionSeedingIgnore,14.5,0,17,6,61,122,6,6,12,2.0,0,39,4,0,1,0.382
com.aelitis.azureus.plugins.startstoprules.defaultplugin.ui.swt.StartStopRulesDefaultPluginSWTUI,39.5,6,48,8,109,126,1,2,12,11.0,1,27,3,1,1,0.0357999999999999
com.aelitis.azureus.plugins.tracker.dht.DHTTrackerPlugin,44.147058823529406,259,63,53,671,1014,31,15,12,12.264705882352946,3,102,127,0,3,0.1369296636085627
com.aelitis.azureus.plugins.tracker.local.LocalTrackerPlugin,20.105263157894736,61,30,37,292,399,18,11,12,5.7368421052631575,1,23,41,0,1,0.0719753086419753
com.aelitis.azureus.plugins.tracker.peerauth.TrackerPeerAuthPlugin,11.166666666666664,45,19,17,240,311,5,4,12,3.8333333333333335,1,16,14,0,1,0.0484102564102564
com.aelitis.azureus.plugins.upnp.UPnPMapping,1.9285714285714288,6,6,2,54,21,14,12,12,1.2142857142857142,0,1,6,1,2,0.8068310185185186
com.aelitis.azureus.plugins.upnp.UPnPMappingManager,12.2,30,21,10,123,133,14,6,12,4.666666666666667,1,21,8,1,2,0.1726666666666666
com.aelitis.azureus.plugins.upnp.UPnPPlugin,16.631578947368418,96,25,46,394,574,37,18,12,5.078947368421051,1,54,37,0,2,0.0043333333333333
com.aelitis.azureus.plugins.upnp.UPnPPluginService,10.357142857142858,38,17,13,133,195,14,8,12,2.8571428571428568,0,11,23,1,2,0.3292510288065843
com.aelitis.azureus.ui.Main,10.0,0,13,0,22,11,0,1,12,3.0,1,2,0,0,3,0.3666666666666667
com.aelitis.azureus.ui.common.RememberedDecisionsManager,7.333333333333332,5,11,1,33,21,0,3,12,2.333333333333333,3,3,5,0,3,0.2858273985521407
com.aelitis.azureus.ui.common.table.TableCountChangeAdapter,0.0,0,2,2,12,5,2,2,12,1.0,0,0,0,0,1,1.0
com.aelitis.azureus.ui.common.table.impl.DataSourceCallBackUtil,54.0,10,76,6,59,49,0,1,12,11.0,1,5,2,0,3,0.3228360021333334
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,5.6585365853658525,179,9,33,409,369,123,121,12,1.4878048780487805,0,38,103,1,3,0.66857720731233
com.aelitis.azureus.ui.common.table.impl.TableColumnManager,10.034482758620689,73,14,20,226,277,27,25,12,3.5172413793103448,2,28,32,1,3,0.6683153526970954
com.aelitis.azureus.ui.common.table.impl.TableRowCoreSorter,15.0,5,22,1,22,24,1,1,12,5.0,0,0,6,0,3,0.025800768
com.aelitis.azureus.ui.common.table.impl.TableViewImpl,7.105263157894738,214,12,37,413,500,114,95,12,2.3508771929824563,0,58,87,1,3,0.2976666666666667
com.aelitis.azureus.ui.common.viewtitleinfo.ViewTitleInfoManager,3.6666666666666665,3,7,2,28,15,0,3,12,2.0,3,1,1,0,3,0.4998181818181817
com.aelitis.azureus.ui.console.MakeTorrent,16.833333333333332,19,22,6,91,103,3,6,12,5.166666666666667,3,11,22,1,3,0.4627683402705514
com.aelitis.azureus.ui.selectedcontent.DownloadUrlInfo,2.1666666666666665,5,5,1,41,21,12,11,12,1.0,0,2,8,1,12,0.8046875000000001
com.aelitis.azureus.ui.selectedcontent.SelectedContent,3.25,11,6,9,57,61,16,16,12,1.125,0,1,13,4,12,0.656839160839161
com.aelitis.azureus.ui.selectedcontent.SelectedContentManager,5.916666666666668,19,10,8,68,72,0,10,12,2.083333333333333,12,5,13,0,12,0.6918455882352942
com.aelitis.azureus.ui.selectedcontent.SelectedContentV3,2.56,11,5,8,62,74,25,25,12,1.04,0,3,18,4,12,0.5699284369114878
com.aelitis.azureus.ui.skin.SkinPropertiesImpl,8.65,43,12,6,117,133,20,18,12,2.55,0,5,23,2,0,0.2976493506493506
com.aelitis.azureus.ui.swt.UIFunctionsManagerSWT,4.0,1,8,3,12,12,0,1,14,2.0,1,0,2,0,5,0.3599999999999999
com.aelitis.azureus.ui.swt.UISkinnableManagerSWT,4.25,3,7,1,30,15,3,4,12,2.0,1,5,3,0,5,0.5689655172413793
com.aelitis.azureus.ui.swt.browser.BrowserContext,17.076923076923073,78,23,16,320,464,25,19,21,4.038461538461538,1,37,33,1,1,0.0246666666666666
com.aelitis.azureus.ui.swt.browser.BrowserWrapper,1.0,0,4,0,70,85,35,35,12,1.0,0,1,11,2,1,0.8563333333333333
com.aelitis.azureus.ui.swt.browser.listener.ConfigListener,9.8,11,13,15,89,132,3,5,19,3.6,2,1,1,2,8,0.3462896468144044
com.aelitis.azureus.ui.swt.browser.listener.DownloadUrlInfoSWT,2.0,0,4,2,23,20,4,4,24,1.0,0,0,2,1,8,0.9666666666666668
com.aelitis.azureus.ui.swt.browser.listener.ExternalLoginCookieListener,1.6666666666666667,3,4,2,53,63,12,12,12,1.1666666666666667,0,0,0,1,8,0.061
com.aelitis.azureus.ui.swt.browser.listener.MetaSearchListener,108.44444444444444,144,134,40,437,928,8,4,19,33.666666666666664,1,143,17,1,8,0.0438709677419354
com.aelitis.azureus.ui.swt.browser.listener.TorrentListener,8.428571428571429,7,12,19,106,133,5,6,19,3.0,2,4,5,2,8,0.3322739726027396
com.aelitis.azureus.ui.swt.browser.listener.VuzeListener,19.5,9,26,10,65,86,2,2,19,7.5,0,4,0,1,8,0.1852561983471074
com.aelitis.azureus.ui.swt.browser.msg.MessageDispatcherSWT,8.625,17,12,9,82,115,8,8,12,2.25,0,5,9,1,0,0.245921146953405
com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionAutoDownload,6.333333333333332,4,9,9,53,58,3,3,144,2.0,0,1,3,1,0,0.3968653846153847
com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionCategory,6.666666666666668,4,10,7,46,46,3,3,144,2.0,0,1,3,1,0,0.4695493827160494
com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionLastChecked,7.333333333333332,4,12,8,49,51,3,3,155,1.3333333333333333,0,1,2,1,0,0.0276666666666666
com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionName,7.4,9,11,18,97,126,5,5,144,3.2,0,1,1,1,0,0.1594413762875301
com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionNbNewResults,6.0,3,9,8,48,47,3,3,144,1.6666666666666667,0,1,3,1,0,0.4832727272727273
com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionNbResults,6.0,3,9,8,49,49,3,3,144,1.6666666666666667,0,1,3,1,0,0.2846593341260404
com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionNew,5.0,3,7,11,75,86,5,5,144,2.0,0,1,1,1,0,0.1026666666666666
com.aelitis.azureus.ui.swt.columns.subscriptions.ColumnSubscriptionSubscribers,5.666666666666668,3,8,7,45,46,3,3,144,1.6666666666666667,0,1,3,1,0,0.4739999999999999
com.aelitis.azureus.ui.swt.columns.torrent.ColumnControls,6.0,18,8,8,150,178,2,2,144,1.5,0,7,5,1,0,0.0283333333333333
com.aelitis.azureus.ui.swt.columns.torrent.ColumnStream,8.9,23,13,23,143,177,10,9,144,3.3,0,2,11,1,0,0.0233333333333333
com.aelitis.azureus.ui.swt.columns.torrent.ColumnThumbAndName,19.785714285714285,55,25,28,246,338,14,12,144,6.142857142857142,0,14,12,1,0,0.013
com.aelitis.azureus.ui.swt.columns.torrent.ColumnThumbnail,10.875,15,15,15,122,164,8,8,144,4.375,0,5,2,2,0,0.2233026540053566
com.aelitis.azureus.ui.swt.columns.torrent.ColumnUnopened,9.8,18,14,15,90,91,5,5,144,3.4,0,5,4,1,0,0.0273333333333333
com.aelitis.azureus.ui.swt.columns.utils.ColumnImageClickArea,7.15,37,10,9,117,173,20,19,12,1.6,0,7,12,1,9,0.0196666666666666
com.aelitis.azureus.ui.swt.columns.vuzeactivity.ColumnActivityDate,2.0,1,4,6,36,49,3,3,155,1.3333333333333333,0,0,0,1,0,0.0833333333333333
com.aelitis.azureus.ui.swt.columns.vuzeactivity.ColumnActivityNew,5.2,6,8,13,76,88,5,5,144,2.6,0,0,0,1,0,0.0626666666666666
com.aelitis.azureus.ui.swt.columns.vuzeactivity.ColumnActivityType,10.333333333333334,6,14,7,77,98,3,3,144,4.0,0,3,2,1,0,0.1316528789455428
com.aelitis.azureus.ui.swt.devices.DeviceInfoArea,39.833333333333336,15,50,24,198,294,6,3,31,10.0,0,61,6,0,17,0.0326666666666666
com.aelitis.azureus.ui.swt.devices.DeviceInternetView,16.272727272727273,13,24,14,156,214,11,3,20,2.8181818181818183,0,20,16,1,17,0.067
com.aelitis.azureus.ui.swt.devices.DeviceManagerUI,39.88372093023256,290,55,62,850,1397,32,3,12,10.651162790697674,11,175,71,1,17,0.0136666666666666
com.aelitis.azureus.ui.swt.devices.DevicesFTUX,23.0,18,29,29,234,361,6,3,12,4.8,4,62,6,0,17,0.1913333333333333
com.aelitis.azureus.ui.swt.devices.DevicesODFTUX,34.42857142857143,22,44,13,175,322,7,0,12,6.428571428571429,0,78,0,1,17,0.0286666666666666
com.aelitis.azureus.ui.swt.devices.DevicesWizard,26.2,15,34,6,138,198,4,2,12,5.6,1,44,0,1,17,0.0176666666666666
com.aelitis.azureus.ui.swt.devices.SBC_DevicesODView,28.0,37,41,34,231,336,10,8,31,6.3,0,42,19,0,17,0.0719759036144578
com.aelitis.azureus.ui.swt.devices.SBC_DevicesView,31.61538461538461,175,42,67,528,830,26,14,31,8.346153846153848,0,90,25,0,17,0.089
com.aelitis.azureus.ui.swt.devices.TranscodeChooser,36.07692307692308,79,49,27,361,550,12,7,12,8.23076923076923,1,56,17,3,17,0.0006666666666666
com.aelitis.azureus.ui.swt.devices.add.DeviceTemplateChooser,17.5,12,23,13,119,148,4,2,12,6.25,0,6,2,1,0,0.0686666666666666
com.aelitis.azureus.ui.swt.devices.add.ManufacturerChooser,47.0,6,58,11,96,113,1,1,12,19.0,0,8,0,0,0,0.1236666666666666
com.aelitis.azureus.ui.swt.devices.columns.ColumnOD_Completion,10.142857142857142,13,13,15,129,151,7,6,12,3.8571428571428568,0,4,7,1,0,0.2956415770609319
com.aelitis.azureus.ui.swt.devices.columns.ColumnOD_Name,6.0,4,9,8,55,46,4,4,12,2.25,0,1,4,1,0,0.170111654579187
com.aelitis.azureus.ui.swt.devices.columns.ColumnOD_Remaining,4.333333333333333,2,6,7,48,38,3,3,12,1.6666666666666667,0,1,1,1,0,0.1993399623757054
com.aelitis.azureus.ui.swt.devices.columns.ColumnOD_Status,7.0,4,10,7,61,51,3,3,12,2.333333333333333,0,3,2,1,0,0.2186696149843912
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Category,5.333333333333333,3,8,6,47,33,3,3,12,2.333333333333333,0,1,1,1,0,0.1499983875302337
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Completion,10.375,17,14,16,149,174,8,6,12,3.75,0,5,8,1,0,0.2978969072164948
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_CopiedToDevice,8.666666666666666,5,12,10,69,69,3,3,12,2.6666666666666665,0,2,1,1,0,0.1446578876646063
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Device,5.0,2,7,7,46,33,3,3,12,1.6666666666666667,0,1,2,1,0,0.2420561047519944
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Duration,4.333333333333333,2,6,7,48,38,3,3,12,1.6666666666666667,0,1,1,1,0,0.1785584520290244
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Name,5.2,5,8,10,63,54,5,5,12,2.0,0,1,3,1,0,0.2076071142445121
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Profile,4.0,2,6,6,44,33,3,3,12,1.3333333333333333,0,1,1,1,0,0.2655883093978332
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Rank,8.0,4,12,7,54,45,3,3,12,2.0,0,1,1,1,0,0.1015855952700886
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Resolution,4.666666666666667,2,7,6,46,33,3,3,12,2.0,0,1,1,1,0,0.1547583982800322
com.aelitis.azureus.ui.swt.devices.columns.ColumnTJ_Status,23.66666666666667,17,31,12,99,100,3,3,12,4.666666666666667,0,3,1,1,0,0.0890470303681806
com.aelitis.azureus.ui.swt.feature.FeatureManagerInstallWindow,10.0,15,14,15,107,168,8,8,12,2.125,0,11,3,1,29,0.2679549549549549
com.aelitis.azureus.ui.swt.feature.FeatureManagerUI,20.185185185185187,86,25,28,322,563,0,22,12,5.925925925925926,27,68,42,0,29,0.1880923913043478
com.aelitis.azureus.ui.swt.feature.FeatureManagerUIListener,25.55555555555556,51,34,27,203,282,7,5,12,7.222222222222222,2,17,14,1,29,0.0263333333333333
com.aelitis.azureus.ui.swt.imageloader.ImageLoader,16.852941176470587,143,24,13,271,361,31,22,12,5.088235294117646,3,53,56,1,3,0.1306666666666666
com.aelitis.azureus.ui.swt.imageloader.ImageLoaderRefInfo,2.363636363636364,5,5,0,30,15,11,0,12,1.2727272727272727,0,1,5,2,3,0.749217391304348
com.aelitis.azureus.ui.swt.mdi.BaseMDI,6.105263157894738,72,10,28,239,299,38,32,31,2.736842105263158,0,21,31,0,0,0.4541467181467181
com.aelitis.azureus.ui.swt.mdi.BaseMdiEntry,5.207792207792208,108,8,43,288,349,77,74,12,1.6363636363636365,0,13,54,2,0,0.553485142118863
com.aelitis.azureus.ui.swt.mdi.TabbedEntry,9.0,36,12,14,177,208,21,19,89,2.4285714285714284,0,8,20,1,0,0.2313333333333333
com.aelitis.azureus.ui.swt.mdi.TabbedMDI,11.55,50,16,27,241,290,20,15,69,3.15,0,16,28,1,0,0.2369800995024875
com.aelitis.azureus.ui.swt.player.PlayerInstallWindow,9.0,7,12,8,76,99,5,5,12,2.2,0,6,0,1,0,0.1956363636363636
com.aelitis.azureus.ui.swt.player.PlayerInstaller,19.0,8,28,9,77,94,4,4,12,5.25,0,7,3,1,0,0.1379999999999999
com.aelitis.azureus.ui.swt.plugininstall.SimplePluginInstallWindow,9.8,7,14,8,84,104,5,5,12,2.2,0,6,0,1,0,0.0423333333333333
com.aelitis.azureus.ui.swt.plugininstall.SimplePluginInstaller,28.75,14,43,14,101,131,4,4,12,6.75,0,15,6,1,0,0.011
com.aelitis.azureus.ui.swt.shells.BrowserWindow,16.5,18,24,11,136,179,5,6,12,4.0,1,20,6,2,2,0.1943333333333333
com.aelitis.azureus.ui.swt.shells.RemotePairingWindow,33.6,51,42,32,285,367,9,4,12,7.4,1,28,16,0,2,0.123084175084175
com.aelitis.azureus.ui.swt.shells.main.DebugMenuHelper,125.0,6,149,2,128,201,0,1,12,35.0,1,33,1,0,13,0.0152
com.aelitis.azureus.ui.swt.shells.main.MainHelpers,9.0,3,16,3,22,25,0,0,12,2.0,1,0,2,0,13,0.1048
com.aelitis.azureus.ui.swt.shells.main.MainMDISetup,57.0,19,70,14,172,303,0,1,12,13.666666666666664,3,14,5,0,13,0.283
com.aelitis.azureus.ui.swt.shells.main.MainMenu,18.94117647058824,39,25,20,278,426,14,6,12,5.8235294117647065,3,26,4,1,13,0.0513333333333333
com.aelitis.azureus.ui.swt.shells.main.MainWindowDelayStub,4.9523809523809526,16,10,27,236,278,21,14,12,1.619047619047619,0,17,34,2,13,0.039
com.aelitis.azureus.ui.swt.shells.main.MainWindowFactory,5.333333333333333,2,12,7,32,25,0,2,12,1.6666666666666667,3,5,4,0,13,0.5032063492063492
com.aelitis.azureus.ui.swt.shells.uiswitcher.UISwitcherWindow,41.25,24,49,5,184,238,3,4,12,10.5,1,32,2,2,1,0.0503333333333333
com.aelitis.azureus.ui.swt.skin.SWTSkin,14.209677419354836,210,20,32,431,530,61,32,12,4.112903225806451,1,68,102,2,16,0.0436666666666666
com.aelitis.azureus.ui.swt.skin.SWTSkinButtonUtility,14.555555555555555,38,21,9,93,98,9,9,12,3.555555555555556,0,6,22,2,16,0.2258589743589743
com.aelitis.azureus.ui.swt.skin.SWTSkinFactory,2.0,1,5,1,17,6,0,3,12,1.0,3,2,2,0,16,0.8593333333333334
com.aelitis.azureus.ui.swt.skin.SWTSkinImageChanger,31.0,19,42,2,65,83,2,2,12,10.0,0,0,8,1,16,0.064
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectAdapter,3.5,1,5,3,38,11,8,8,12,1.0,0,0,16,0,16,0.6030321351189077
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectBasic,11.10204081632653,136,16,24,342,449,49,46,12,2.7142857142857144,0,30,66,2,16,0.2766666666666666
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectBrowser,9.23076923076923,34,14,14,133,147,13,13,61,2.3076923076923075,0,13,12,1,16,0.0196666666666666
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectButton,10.166666666666666,14,15,8,100,91,6,5,61,3.333333333333333,0,7,5,1,16,0.0706666666666666
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectCheckbox,7.0,7,11,7,78,64,6,6,61,2.333333333333333,0,5,4,1,16,0.07
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectContainer,8.61111111111111,42,13,10,131,157,18,13,61,3.111111111111111,0,15,22,3,16,0.013
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectImage,21.08333333333333,76,28,10,210,274,12,7,61,4.916666666666667,0,27,13,1,16,0.0506666666666666
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectSash,22.5,48,30,8,165,244,10,7,61,5.1,0,16,12,1,16,0.085
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectSeparator,7.0,1,12,4,28,19,1,1,61,2.0,0,1,0,1,16,0.3618666666666666
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectSlider,11.647058823529411,47,16,8,161,183,17,13,61,3.1764705882352944,0,11,16,1,16,0.0243333333333333
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectTab,4.0,7,7,7,50,22,8,8,79,1.75,0,3,5,1,16,0.0143333333333333
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectTabFolder,4.2,5,7,8,59,37,5,3,79,2.2,0,1,2,1,16,0.0206666666666666
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectText1,14.454545454545457,41,20,13,165,184,11,11,61,3.9090909090909087,0,10,8,1,16,0.039
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectText2,27.73333333333333,106,37,18,304,385,15,13,61,6.6,0,26,17,1,16,0.0166666666666666
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectTextbox,25.2,20,32,7,141,181,5,5,61,5.6,0,18,4,1,16,0.069
com.aelitis.azureus.ui.swt.skin.SWTSkinObjectToggle,7.0,7,11,7,77,64,6,6,61,2.333333333333333,0,5,4,1,16,0.0646666666666666
com.aelitis.azureus.ui.swt.skin.SWTSkinPropertiesClone,6.695652173913044,61,11,5,62,106,23,22,12,1.4782608695652173,0,1,56,1,16,0.7469614939897641
com.aelitis.azureus.ui.swt.skin.SWTSkinPropertiesImpl,4.166666666666667,4,7,6,55,53,6,6,32,1.8333333333333333,0,2,5,2,16,0.3703502824858757
com.aelitis.azureus.ui.swt.skin.SWTSkinPropertiesParamImpl,1.1904761904761905,1,3,4,44,31,21,21,12,1.0476190476190477,0,0,17,1,16,0.7465836815143585
com.aelitis.azureus.ui.swt.skin.SWTSkinTabSet,6.65,33,10,12,152,115,17,12,12,3.05,3,6,25,1,16,0.1723333333333333
com.aelitis.azureus.ui.swt.skin.SWTSkinUtils,21.625,50,29,9,134,189,0,7,12,4.75,8,6,18,0,16,0.1249944903581267
com.aelitis.azureus.ui.swt.skin.SWTTextPaintListener,19.5,9,26,5,76,67,2,2,12,4.5,0,2,0,1,16,0.0166666666666666
com.aelitis.azureus.ui.swt.subscriptions.SubscriptionListWindow,33.125,31,42,15,200,364,7,5,12,7.125,1,68,3,1,3,0.0093333333333333
com.aelitis.azureus.ui.swt.subscriptions.SubscriptionMDIEntry,27.461538461538463,41,36,25,260,400,13,3,12,6.461538461538463,0,39,7,1,3,0.225
com.aelitis.azureus.ui.swt.subscriptions.SubscriptionManagerUI,39.2,86,56,39,396,490,15,1,12,12.133333333333333,0,44,30,1,3,0.003
com.aelitis.azureus.ui.swt.subscriptions.SubscriptionSelectedContent,2.7142857142857144,4,5,12,81,91,14,13,12,1.5714285714285714,0,2,12,1,3,0.6863984375000001
com.aelitis.azureus.ui.swt.subscriptions.SubscriptionView,13.052631578947368,31,19,32,228,377,19,8,12,3.3684210526315788,0,44,8,1,3,0.2193333333333333
com.aelitis.azureus.ui.swt.subscriptions.SubscriptionWizard,44.875,47,52,23,448,890,14,3,12,10.125,2,217,11,2,3,0.0269999999999999
com.aelitis.azureus.ui.swt.subscriptions.SubscriptionsView,13.875,32,18,29,247,386,16,9,12,3.375,0,59,9,1,3,0.155
com.aelitis.azureus.ui.swt.toolbar.ToolBarItemSO,2.1111111111111107,10,4,8,77,73,27,25,12,1.037037037037037,0,0,14,3,0,0.8524779299847793
com.aelitis.azureus.ui.swt.uiupdater.UIUpdaterSWT,14.090909090909092,37,19,19,158,185,10,9,29,4.0,1,25,6,1,1,0.1796666666666666
com.aelitis.azureus.ui.swt.utils.ColorCache,12.818181818181818,41,17,5,121,124,0,8,12,3.090909090909092,11,13,23,0,33,0.4014872105387524
com.aelitis.azureus.ui.swt.utils.ColorCache2,4.5,4,10,4,45,37,0,2,12,1.5,2,5,7,0,33,0.231
com.aelitis.azureus.ui.swt.utils.FontUtils,9.714285714285714,25,14,2,96,124,0,13,12,3.071428571428572,14,14,17,0,33,0.1634154929577464
com.aelitis.azureus.ui.swt.utils.TorrentUIUtilsV3,33.666666666666664,42,47,33,215,295,0,4,12,8.5,6,19,19,0,33,0.0472542372881356
com.aelitis.azureus.ui.swt.utils.UIMagnetHandler,6.0,1,9,4,31,30,1,1,12,4.0,0,0,0,1,33,0.8333333333333333
com.aelitis.azureus.ui.swt.views.TopBarView,58.0,41,74,23,226,333,4,2,31,17.5,0,23,7,0,0,0.0253333333333333
com.aelitis.azureus.ui.swt.views.ViewDownSpeedGraph,7.875,4,10,16,101,162,8,2,12,2.0,0,5,4,1,0,0.3071127450980391
com.aelitis.azureus.ui.swt.views.ViewTitleInfoBetaP,9.0,3,12,4,73,72,3,3,12,3.6666666666666665,0,2,2,1,0,0.2818181818181817
com.aelitis.azureus.ui.swt.views.ViewUpSpeedGraph,6.5,4,9,13,92,140,8,2,12,1.5,0,5,4,1,0,0.3261363636363635
com.aelitis.azureus.ui.swt.views.skin.Browse,20.75,13,28,21,122,160,4,4,31,6.5,0,9,4,0,44,0.1016666666666666
com.aelitis.azureus.ui.swt.views.skin.MyTorrentsView_Big,8.5,7,12,9,59,80,4,3,107,1.25,0,0,5,1,44,0.215
com.aelitis.azureus.ui.swt.views.skin.SBC_ActivityTableView,16.214285714285715,40,22,34,270,386,13,12,31,4.714285714285714,1,23,19,0,44,0.0728939393939393
com.aelitis.azureus.ui.swt.views.skin.SBC_ActivityView,12.666666666666664,17,17,15,94,115,6,5,31,3.5,0,7,6,0,44,0.1684285714285714
com.aelitis.azureus.ui.swt.views.skin.SBC_BurnFTUX,7.666666666666668,12,12,18,81,99,5,5,31,2.333333333333333,1,1,8,0,44,0.3693333333333333
com.aelitis.azureus.ui.swt.views.skin.SBC_GenericBrowsePage,18.5,9,26,11,64,67,2,1,31,4.5,0,3,2,0,44,0.075
com.aelitis.azureus.ui.swt.views.skin.SBC_LibraryTableView,15.5,50,21,46,237,409,13,11,31,4.0,1,18,29,0,44,0.1582040229885057
com.aelitis.azureus.ui.swt.views.skin.SBC_LibraryTableView_Big,4.75,5,7,5,41,38,4,4,45,1.25,0,0,5,0,44,0.7273333333333334
com.aelitis.azureus.ui.swt.views.skin.SBC_LibraryView,24.54545454545455,54,34,21,246,332,11,7,31,5.909090909090909,0,20,13,0,44,0.1796465517241379
com.aelitis.azureus.ui.swt.views.skin.SBC_PlusFTUX,8.0,11,12,19,84,100,5,5,31,2.5,1,1,8,0,44,0.389
com.aelitis.azureus.ui.swt.views.skin.SB_Transfers,32.23529411764706,135,43,28,316,561,0,3,12,8.588235294117647,17,38,38,0,44,0.1097520661157024
